video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count
MRl-pPGFR8o,skipping rope,24,34,31.36,34,7
M6KhZySGjz4,skipping rope,20,30,20,28.966667,17
NHuDoWCSufw,skipping rope,7,17,13.37304,15.875542,5
NYKggbMESG4,skipping rope,130,140,131.48,139.32,12
NYKggbMESG4,skipping rope,130,140,130,130.84,2
N1IDxNGggR4,skipping rope,0,10,0.766667,10,31
N2IQ-KU1akQ,skipping rope,33,43,33,38.924091,11
OFOwqlTnzFE,skipping rope,121,131,121,131,23
PaQMCSuKoPY,skipping rope,8,18,10.6,18,20
PaQMCSuKoPY,skipping rope,8,18,8,9.733333,4
PhyL4fjZhKY,skipping rope,170,180,170.4004,175.972639,19
PhyL4fjZhKY,skipping rope,170,180,177.574241,178.108108,2
PhyL4fjZhKY,skipping rope,170,180,178.992326,179.976643,3
Pujmt2p77hE,skipping rope,1,11,1,11,29
P6noOd9ery8,skipping rope,16,26,16,25.976643,23
QeeLq2V6XjI,skipping rope,23,33,23,24.433333,2
QeeLq2V6XjI,skipping rope,23,33,29.433333,33,2
QwnEXRwaDJc,skipping rope,158,168,158,168,14
Q9GkodBPCFU,skipping rope,72,82,72,78.38,8
RgMta4Q87bw,skipping rope,0,10,1.167835,2.619286,4
R6gdboq-_BE,skipping rope,21,31,21,23.08,4
R6gdboq-_BE,skipping rope,21,31,23.46,25.8,2
R6gdboq-_BE,skipping rope,21,31,27.56,31,9
SBQ8ymvWbz8,skipping rope,9,19,9.133467,18.309309,22
Sma-ydx49eQ,skipping rope,0,10,6.4,10,6
S5wBJ1RRDSk,skipping rope,6,16,6,11.071738,14
TEcZdQBY1IQ,skipping rope,23,33,23,33,25
Tumz6yea5Gc,skipping rope,167,177,167,171.8,20
Tumz6yea5Gc,skipping rope,167,177,176.32,177,2
T4UcOxaNBBU,skipping rope,50,60,50,60,25
WHY0pD8cIJI,skipping rope,19,29,20.266667,24.066667,10
W2AUNgmYWQY,skipping rope,127,137,127,133.9,6
W9i0s98dZf0,skipping rope,20,30,20,26.56,14
XUqjvy7kLZY,skipping rope,150,160,150,157.640974,12
ZByXTN9esrI,skipping rope,18,28,19.266667,21.766667,2
Z58rMOT7pEE,skipping rope,4,14,4,5.434768,2
bY-4XBIGiwI,skipping rope,89,99,89,90.96,5
bY-4XBIGiwI,skipping rope,89,99,92.78,93.86,2
bdD2sPvwLGg,skipping rope,0,10,0,4.166667,8
cbGbO4BiQ8Y,skipping rope,620,630,620,626.8,4
dSF2i1OQtMc,skipping rope,87,97,87,90.069736,6
dSF2i1OQtMc,skipping rope,87,97,91.537871,96.976643,10
dg8_9piDoIw,skipping rope,7,17,7,16.976643,31
dha_i72Jhbk,skipping rope,250,260,250,252.202202,3
gIZfTUnE1VY,skipping rope,0,10,4.65,10,9
g9eLZST0FjM,skipping rope,27,37,27,29.655172,5
g9eLZST0FjM,skipping rope,27,37,32.413793,34.034483,2
iegRNytyiYY,skipping rope,8,18,8,15.166667,9
inv9GmZ7VyI,skipping rope,214,224,215.283333,222.25,8
jdPAE2YjRmk,skipping rope,10,20,16.333333,20,8
jmPV_y8YntQ,skipping rope,89,99,89,90.96,10
jmPV_y8YntQ,skipping rope,89,99,91.52,98.52,27
kw4QuPjpclo,skipping rope,5,15,9.633333,15,18
kw4QuPjpclo,skipping rope,5,15,5.666667,6.35,2
kw4QuPjpclo,skipping rope,5,15,7.016666,7.6,2
kw4QuPjpclo,skipping rope,5,15,8.25,8.966667,2
k53r76fNhhw,skipping rope,68,78,71.816666,73.95,2
lI6h3H4Zs98,skipping rope,79,89,84.16,86.48,3
lXriayRePF0,skipping rope,16,26,16,26,15
ln9NeisDnFU,skipping rope,116,126,116,125.976643,32
nJCpoxpqR_c,skipping rope,346,356,346,348.12,4
nJCpoxpqR_c,skipping rope,346,356,354.1,356,3
na5Xe_BpSxc,skipping rope,105,115,113.84,115,2
oNYGQLoFx_w,skipping rope,0,10,0,10,18
o5FMDUscVQk,skipping rope,36,46,36,42.666667,2
pCPakeA96wI,skipping rope,14,24,14,20.67334,9
pCPakeA96wI,skipping rope,14,24,20.715048,23.467801,4
pPp5vWYgW3M,skipping rope,135,145,135,137.4,4
pf8umq-Na28,skipping rope,30,40,30,39.943277,27
qEtcsil6aI4,skipping rope,218,228,218,226.92,15
qhv2CMozNP8,skipping rope,0,10,5,10,7
rl4SouR3pZU,skipping rope,3,13,4.968635,7.371038,7
rl4SouR3pZU,skipping rope,3,13,7.504505,10.007007,13
rl4SouR3pZU,skipping rope,3,13,10.273941,12.776443,12
sBDrp6L_-t8,skipping rope,63,73,66.3,73,11
s5gt_tUS4cs,skipping rope,6,16,6,14.808809,10
taEnhbs3zGQ,skipping rope,426,436,426,431.055055,8
taEnhbs3zGQ,skipping rope,426,436,435.042376,435.943277,2
t2LETxjx21w,skipping rope,52,62,52,54.066667,3
uGCB1zQGXwQ,skipping rope,4,14,4,8.32,11
uGCB1zQGXwQ,skipping rope,4,14,10.56,14,13
u6S4RfsOqTU,skipping rope,28,38,28,37.442776,13
vNTG1KPYYiM,skipping rope,138,148,145.2,147.96,6
va93ykOh2QI,skipping rope,756,766,756,761.6,14
va93ykOh2QI,skipping rope,756,766,762.08,766,12
vy5m_4mt4R0,skipping rope,22,32,22,31.566667,17
v4mLWY_6PII,skipping rope,15,25,15,20.5,8
wdZ-udSHAN8,skipping rope,1,11,1,10.976643,12
x3l770QRGsQ,skipping rope,27,37,27,32.105105,17
0FyPS-tKu7Q,skipping rope,0,10,0.766667,10,19
08AuoY5cbgg,skipping rope,410,420,410,419.80981,32
1DTS-lRWuM4,skipping rope,6,16,15.1,16,2
1NIDUPARiFk,skipping rope,45,55,45,47.085419,3
10PTfhIsIkA,skipping rope,0,10,1.866667,5,6
2SuxkBT61co,skipping rope,16,26,16,25.091821,22
2eWAIa0D3Ls,skipping rope,8,18,8,17.066667,16
23WY0pcM_Z0,skipping rope,3,13,3,10.374041,7
3V0FICZwVCk,skipping rope,7,17,7,16.933333,33
3b4q6_44RwM,skipping rope,91,101,91,94.04,6
3b4q6_44RwM,skipping rope,91,101,98.08,101,2
4d54ERSroPE,skipping rope,9,19,9.6,10.1,2
4d54ERSroPE,skipping rope,9,19,12.033333,12.566667,2
4d54ERSroPE,skipping rope,9,19,13.116667,13.666666,2
4d54ERSroPE,skipping rope,9,19,13.983334,15,2
4d54ERSroPE,skipping rope,9,19,15.583334,16.05,2
4d54ERSroPE,skipping rope,9,19,16.616667,17.666666,4
4d54ERSroPE,skipping rope,9,19,18.233334,19,3
5Png8tylSDk,skipping rope,5,15,5,7.3,3
5Png8tylSDk,skipping rope,5,15,11.166666,15,7
5gcntrSK8m4,skipping rope,51,61,51,56.184597,13
6c8Vo5evc7g,skipping rope,184,194,186.102102,193.976643,18
6s-45cYUrmA,skipping rope,178,188,178,182.08,8
6s-45cYUrmA,skipping rope,178,188,185.72,188,5
78stFnqSRgM,skipping rope,0,10,0,10,32
8It_HmkiM1E,skipping rope,0,10,0,8.266667,18
8Y1gaZD8H6c,skipping rope,22,32,24.52,27.18,3
9ClQo2xhYmY,skipping rope,2,12,9.6,12,5
9MHjWwTRBGY,skipping rope,63,73,63,66.28,4
9MHjWwTRBGY,skipping rope,63,73,68.24,73,4
9McFCBmkfow,skipping rope,0,10,0,5.766667,8
9VDC91AxdMU,skipping rope,1,11,1,11,23
9ldSbBPxtIg,skipping rope,28,38,34.6,38,4
#NAME?,skipping rope,0,10,0.734067,4.471138,8
#NAME?,skipping rope,33,43,33,38.372039,8
#NAME?,skipping rope,33,43,39.189523,42.976643,2
-1mbYmIZ9iw,skipping rope,83,93,88.72,93,7
_PDgqk9JEdg,skipping rope,11,21,11,16.9,16
_PDgqk9JEdg,skipping rope,11,21,18.3,19.8,3
BH3YwX6CsBk,slicing onion,49,59,49,53.671338,4
BRVRrXre6rA,slicing onion,68,78,68,70.083403,6
BRVRrXre6rA,slicing onion,68,78,72.939682,76.820861,15
BRVRrXre6rA,slicing onion,68,78,76.131993,77.980174,9
Bb3XvyTEkNE,slicing onion,111,121,111,115.771438,22
Bb3XvyTEkNE,slicing onion,111,121,117.606607,120.976643,15
Bp9BSWqqKuQ,slicing onion,13,23,14.92,18.16,6
CVTjcwVXRX0,slicing onion,16,26,16,23.82032,37
CoiK6D8rcaY,slicing onion,148,158,148,152.3,4
CoiK6D8rcaY,slicing onion,148,158,155.066667,158,3
CxUynB3Yb5M,slicing onion,10,20,10,16.375,34
DG81mnpo37w,slicing onion,2,12,8,10.48,3
DIqmvoEjWPY,slicing onion,21,31,27.466667,31,9
DQKBmjeqzN4,slicing onion,21,31,22.88,28.9,12
DYxQzpkI_YU,slicing onion,113,123,113,115.502503,2
D8j406o8cGo,slicing onion,41,51,41,42.368035,8
D8j406o8cGo,slicing onion,41,51,43.535869,50.976643,31
Eigh82JFSSM,slicing onion,115,125,120.972639,124.476143,11
ElXMWG1UFq0,slicing onion,64,74,65.584918,69.213547,2
FK6L3zouhec,slicing onion,31,41,31.3,41,4
FixwP56qyLg,slicing onion,282,292,282,288.306306,5
FixwP56qyLg,slicing onion,282,292,290.041375,291.976643,4
F8FbDUOz9_E,slicing onion,51,61,60.352059,60.988938,4
F-HpgZTGz-8,slicing onion,44,54,44,46.627628,5
F-HpgZTGz-8,slicing onion,44,54,50.881882,53.968302,19
GRfSj3vfS_I,slicing onion,21,31,23.716666,30.7,25
GnpA2OBbuIM,slicing onion,0,10,5.966667,9.9,2
G8TucBIBt2g,slicing onion,108,118,108,114.840174,6
HLftb2xvrqM,slicing onion,26,36,29.217913,35.955418,42
HgP2KtYfeT8,slicing onion,108,118,112.466667,117.6,3
H0DWt8muhnc,slicing onion,25,35,30.232968,33.4868,3
InfLbqvDNZo,slicing onion,22,32,23.972118,29.00442,7
Iqc9sDu_zKE,slicing onion,12,22,12,21.58,33
KWkoYYhfs6o,slicing onion,27,37,27,36.942744,10
K5dW31XCRCA,slicing onion,26,36,26.76,30.68,2
K5dW31XCRCA,slicing onion,26,36,33.36,36,6
LyZh9iBR0mc,slicing onion,269,279,269,273.310345,4
MOf8CsIWGio,slicing onion,3,13,3,13,34
MZZAJH5ul3g,slicing onion,115,125,115,120.438772,6
M60rs9yCuI4,slicing onion,46,56,47.44,54.12,7
NWKE1a927Xc,slicing onion,20,30,20,25.605606,8
NWKE1a927Xc,slicing onion,20,30,26.056056,29.95996,6
N6yClw0knrg,slicing onion,65,75,65,67.741248,13
N_Jm9uRlWlE,slicing onion,123,133,123,128.071738,2
OBsTgo0_mkw,slicing onion,16,26,16,26,24
ON-_agEHbHs,slicing onion,19,29,19,22.583334,11
ON-_agEHbHs,slicing onion,19,29,25.833334,27.083334,5
ON-_agEHbHs,slicing onion,19,29,27.6,29,5
OXjJPObFgpY,slicing onion,41,51,41,51,3
PxrKUuB2b18,slicing onion,93,103,93,94.5,5
PxrKUuB2b18,slicing onion,93,103,96.866667,103,22
P3YNK1qtdmo,slicing onion,5,15,12.507508,14.968302,5
QAx4NjXASY4,slicing onion,15,25,15,24.96,46
QMGApafsnJw,slicing onion,17,27,17,23.219352,19
QMGApafsnJw,slicing onion,17,27,24.136307,26.608101,8
QpXiFpgNDtE,slicing onion,15,25,15,21.1,4
QrMMaswiBdk,slicing onion,17,27,17,26.866667,48
QwQLSZkdNdM,slicing onion,47,57,47,56.976643,4
RW8JyyPfoVw,slicing onion,18,28,18,20.987398,9
RrqVDBM8rPg,slicing onion,42,52,42,48.16,4
SCVA-XbFXfw,slicing onion,2,12,6.504505,10.550217,12
SkBkmXEasXk,slicing onion,8,18,8,16.166667,32
TjJ_1E4xZN0,slicing onion,26,36,27.08,36,15
Tvw2hxRybr8,slicing onion,0,10,1.72663,9.998394,37
UuWfrEnYB1A,slicing onion,45,55,45,45.833333,4
UuWfrEnYB1A,slicing onion,45,55,47.55,53.7,32
Uz9Vntys6Qs,slicing onion,40,50,42.669336,46.339673,2
Va2Hg308JIQ,slicing onion,40,50,40,49.976643,6
WMn2dy1E14g,slicing onion,4,14,8.916666,10.533334,7
WMn2dy1E14g,slicing onion,4,14,11.116667,12.8,8
WZf9bD7JpUc,slicing onion,36,46,36,40.266666,26
XEBpb6Q7U0I,slicing onion,384,394,384,389.038372,4
Xnv7e20xdcA,slicing onion,124,134,128.6,132.433333,14
X2UxCk6nd1k,slicing onion,9,19,10.233334,14.15,22
X2UxCk6nd1k,slicing onion,9,19,14.716666,18.433333,5
X9Ww0JMsFYA,slicing onion,20,30,20,27.273941,2
YKluKz_K6vk,slicing onion,81,91,88.033333,91,4
YOddpF7Np2M,slicing onion,24,34,24,29.810147,22
YXgE1oqkqRc,slicing onion,9,19,17.633289,18.958873,9
Yfu2eAupbzU,slicing onion,132,142,134.533333,142,4
YsIo8ESxRLQ,slicing onion,16,26,16,25.968302,8
aTiLkkZYp7g,slicing onion,19,29,20.44,29,3
aoNj8Q9zlvk,slicing onion,20,30,23.962295,26.506507,2
a6U89fd7bBc,slicing onion,159,169,159,167.383383,8
a_hZsCidOdw,slicing onion,15,25,15,21.021287,27
bxUw9MRQRfc,slicing onion,15,25,19.56,25,3
cDa_nM-pMKI,slicing onion,343,353,351.008008,352.968302,2
cSIiwoi5pG0,slicing onion,1,11,1,6.766667,30
cSIiwoi5pG0,slicing onion,1,11,5.55,8.7,17
caI3NQCy39M,slicing onion,83,93,83,88.633334,9
cjV7yFPvXiw,slicing onion,226,236,226,234.64,2
du7TUpd_R9I,slicing onion,48,58,48.367034,54.37304,4
eCvvyM2qx9M,slicing onion,2,12,5.294962,11.968302,15
eTK4wWtwgx0,slicing onion,0,10,0,9.009009,11
e5DHaHKlYx8,slicing onion,82,92,83.301301,88.82349,14
e5DHaHKlYx8,slicing onion,82,92,88.189522,90.475142,7
fXjxzbY1xRM,slicing onion,114,124,119.433334,120.516666,3
fXjxzbY1xRM,slicing onion,114,124,121.8,124,3
fn4jnzQw8zE,slicing onion,0,10,1.066667,5.7,17
fn4jnzQw8zE,slicing onion,0,10,6.466667,8.666667,3
ftI8LKUbpjg,slicing onion,5,15,5,13.737905,7
fzsWJhW86tY,slicing onion,0,10,6.639973,9.976643,4
fzsWJhW86tY,slicing onion,0,10,0.650651,5.522189,2
f3bfhyZ6w7A,slicing onion,16,26,16,25.6,13
gvzhkLjOQds,slicing onion,5,15,5,10.875676,17
h_cgCb6XAwM,slicing onion,228,238,228,229.668474,2
iBX4iKPpSK0,slicing onion,0,10,0,5.233333,25
iBX4iKPpSK0,slicing onion,0,10,5.8,6.483333,4
iBX4iKPpSK0,slicing onion,0,10,8.933333,9.5,3
iSlQpbAQ66M,slicing onion,200,210,200,209.955418,3
ivOGqRMb6O4,slicing onion,19,29,19,21.133333,10
jAjSIhIzWMI,slicing onion,43,53,43,50.383333,23
jMKGwCkjWs0,slicing onion,39,49,39,41.7,2
jegH3kB3DNs,slicing onion,7,17,8,12,3
jynkHtHTHfE,slicing onion,4,14,4,5.234568,8
jynkHtHTHfE,slicing onion,4,14,6.902903,10.906907,27
kJnMJpRUrGA,slicing onion,2,12,6.871538,11.976643,8
kMx_8yzxLUQ,slicing onion,51,61,51,60.943708,35
kcES4ZYQn2Y,slicing onion,9,19,9,16.983334,34
kcES4ZYQn2Y,slicing onion,9,19,16.483334,19,14
lKPnnTGZYMs,slicing onion,165,175,166.066667,175,4
lTJshoxjeUw,slicing onion,249,259,249,250.88,2
lw7X3f3Qvgw,slicing onion,106,116,106,113.7,14
mfIXRgPakTk,slicing onion,119,129,123.070737,128.976643,2
ncZKWOhFMXk,slicing onion,29,39,32.553553,35.27294,4
ncZKWOhFMXk,slicing onion,29,39,36.774441,38.943277,3
oQgxM2xeyBo,slicing onion,59,69,59,61.852853,15
pd79irdh--8,slicing onion,46,56,46,49.566667,8
ppGug0UyvFs,slicing onion,87,97,87,93,13
ppGug0UyvFs,slicing onion,87,97,94.5,97,8
r971Ff8NjJo,slicing onion,184,194,186.5,191,2
sY6runQjXlo,slicing onion,78,88,80.369036,83.905906,2
sp7mjp1sDCo,slicing onion,0,10,3.8,10,29
s6Xr95T0yJU,slicing onion,11,21,11,17.033333,8
tYRLwxtvswg,slicing onion,5,15,5,11.32299,26
tdFnvuJ8jho,slicing onion,76,86,76,84.508509,7
t6PI1jUKWrI,slicing onion,61,71,61,63.48575,11
t6PI1jUKWrI,slicing onion,61,71,67.30009,70.942999,15
uCn_a2zTi7w,slicing onion,212,222,212.852358,216.111375,12
uIlD931emW0,slicing onion,55,65,55,58.570237,4
vP_tOucWxr4,slicing onion,45,55,47.002002,52.273941,3
vkpPM_92Vlg,slicing onion,20,30,20,24.133333,12
vz6ozqYt6w4,slicing onion,10,20,10,14.533334,5
v2n-vykTMpg,slicing onion,55,65,56.370973,62.104132,7
xSYsu9Osgwk,slicing onion,1,11,1,2.9,10
xZyluVs0ojg,slicing onion,181,191,181,183.635969,3
xkJRJ7VDAM8,slicing onion,5,15,5,8.466667,15
xkJRJ7VDAM8,slicing onion,5,15,8.883333,11.433333,13
xkJRJ7VDAM8,slicing onion,5,15,13.366667,15,10
yvHh3-ObAEI,slicing onion,37,47,37,45.550217,2
AuwWHoPOw2w,spinning poi,27,37,27,36.94958,13
BhTRzK0fwe4,spinning poi,2,12,5.666667,12,13
Dke8s2HsyAw,spinning poi,35,45,35,37.083334,2
Dke8s2HsyAw,spinning poi,35,45,40.666667,45,8
D0hiEJPXeGs,spinning poi,181,191,181,190.976643,13
EOIc8fJXJI4,spinning poi,139,149,139,146.974641,14
EjlPF9MMVwc,spinning poi,302,312,302.75,304.083333,2
FBMoSC853NU,spinning poi,135,145,143.466667,145,3
FgYQVoec5cM,spinning poi,41,51,41,50.976643,17
HbG8X_PHcvs,spinning poi,36,46,36,45.976643,17
IIKAz1SSjfE,spinning poi,24,34,24,33.960957,14
Jpa8LK0gfIE,spinning poi,2,12,2,11.882021,23
LFYIZWeyuNM,spinning poi,25,35,25,35,12
LmlvKKf_GcI,spinning poi,143,153,143,152.976643,17
LyKkniLfzN0,spinning poi,11,21,11,20.965536,27
ME0z2nAZeG8,spinning poi,25,35,25,34.965581,19
NSNLlBk0AeA,spinning poi,115,125,115,125,16
Of9YXCsmhsc,spinning poi,27,37,27,37,15
OkPWKi5tFSA,spinning poi,8,18,13.605606,17.976643,4
PiGuTsaoE1w,spinning poi,60,70,60,69.943277,14
QhYXjC8df18,spinning poi,85,95,85,94.142476,18
RfBVG7kp8k4,spinning poi,13,23,13,22.982522,21
R_JPHP_Q4x8,spinning poi,4,14,4,13.976643,19
SLsaoaVtDc4,spinning poi,27,37,27,36.960892,15
SdiJwP0_fqg,spinning poi,248,258,249.117784,250.402402,2
SxTAkfgQZYg,spinning poi,103,113,103,112.976643,7
TAeL3BMVUfU,spinning poi,7,17,7,17,12
TEEg9rn5pns,spinning poi,3,13,7.170838,12.976643,5
UGCryPY25zI,spinning poi,0,10,0,8.5,15
UQNs4Jvqb-4,spinning poi,109,119,109,119,21
Uz1zLJphJvg,spinning poi,102,112,102,111.853659,6
VnvTZ4BbNV0,spinning poi,0,10,0,10,12
WW8ZG8lsciA,spinning poi,20,30,20,29.976643,9
XE-oBrBz45U,spinning poi,76,86,76,85.976643,14
XqSto69MbEc,spinning poi,26,36,26,36,10
Yaco5TVtTek,spinning poi,23,33,23,27.333333,7
ab3TVDTUAb8,spinning poi,14,24,14,24,15
acpWu6lHmWc,spinning poi,0,10,3.533333,10,11
ajETWFzIr24,spinning poi,203,213,203,212.976643,14
aqw7BZda2Qs,spinning poi,4,14,4,13.976643,32
a2qhVruUXS0,spinning poi,69,79,69,79,16
bo8kTTaeexI,spinning poi,158,168,158,167.943277,17
bsUhuxQAi00,spinning poi,50,60,50,59.976643,17
cI-Nr_STjUY,spinning poi,86,96,86,95.976643,22
cQ7hedD1_T0,spinning poi,300,310,300,310,15
ctmoyV99FVs,spinning poi,4,14,12.714889,13.921566,2
eu7kXaMQmes,spinning poi,10,20,10,19.976643,6
fs4q03Lk8FA,spinning poi,0,10,2.84,10,14
fv6r_Plb7Tw,spinning poi,1,11,6.116667,11,6
gG0osyutA9A,spinning poi,29,39,33.55,39,10
gnaAmBq9GLE,spinning poi,48,58,50.333333,54.866667,6
hji87-wv1X8,spinning poi,161,171,161,170.943277,17
honEDwikuuc,spinning poi,161,171,161,170.943277,14
iLhU8EMrUSk,spinning poi,1,11,1,10.976643,18
iWSyaoNdlBU,spinning poi,104,114,104,114,26
kjd7_PZPdm8,spinning poi,36,46,36,46,18
nLzHQQVclQk,spinning poi,8,18,8,17.960892,15
oXBzkgq-VAk,spinning poi,79,89,79,89,12
pCL97uRSlJE,spinning poi,41,51,41,43.460794,3
pCL97uRSlJE,spinning poi,41,51,47.297965,50.926593,4
qM8PkbEyrBc,spinning poi,8,18,8,17.976643,19
qcQoj4FfArQ,spinning poi,195,205,195,204.943277,17
rSfFUyngo48,spinning poi,19,29,19,29,21
u38vaf8H27Y,spinning poi,32,42,32,41.983334,18
v2s5Yz9xgzY,spinning poi,5,15,5,15,9
0o5wIvBzVvY,spinning poi,752,762,752,760.141475,15
236ob8Q2o2Y,spinning poi,6,16,6,16,13
3Vl7i3lM0f4,spinning poi,3,13,3,13,28
3nK-TGuLauY,spinning poi,49,59,49,59,3
32WioArS_Kw,spinning poi,36,46,36,46,20
4VrJPBkSh-Y,spinning poi,39,49,39,49,11
4bvFoMy6mpM,spinning poi,4,14,7.13647,11.741074,12
42yBtz_sIdc,spinning poi,72,82,72,76.137471,7
42yBtz_sIdc,spinning poi,72,82,78.106106,81.976643,6
5blYSKVAxaY,spinning poi,3,13,3,13,17
6BNHIEHpHXw,spinning poi,55,65,55,65,11
6Nemhace6r8,spinning poi,120,130,120,129.976643,18
7LOtcLB5-VA,spinning poi,79,89,79,88.976643,22
8ftlQppcXBg,spinning poi,7,17,7,17,20
8texFmm36Go,spinning poi,8,18,8,17.947338,20
9lQITzduKXY,spinning poi,120,130,120,129.092426,16
9vEq6SC2-hA,spinning poi,44,54,44,54,19
#NAME?,spinning poi,2,12,2,12,26
#NAME?,spinning poi,1,11,1,11,21
-4cDS45kNJw,spinning poi,277,287,277,286.976643,14
AZ4r-NkugiA,squat,52,62,52,62,3
AfPkXoJM2sY,squat,4,14,4,13.976643,3
BscLFfMsNmA,squat,9,19,9.9,15.616667,2
B1_fRMdW_jw,squat,115,125,120.5,125,2
Cm5O-P8I9DI,squat,7,17,8.333333,15.566667,2
DSdox52D3XY,squat,4,14,6.969636,13.976643,3
DZkyr5jQgdk,squat,1,11,5.623177,10.960227,3
EZ8YGM-OMrE,squat,18,28,18.121212,27.939394,3
E3IUD2N5iLk,squat,62,72,62,69.966667,2
Gmp1OKmLOnE,squat,6,16,6.82,14.58,3
HaMW-jK8hi0,squat,10,20,10.733333,20,3
JfaMPeA-Yn4,squat,4,14,4,12.475142,3
Jw9MUoFY2u4,squat,38,48,39.267935,47.976643,2
MM4oeXm6GLU,squat,18,28,18,23.705706,2
NCEAhU2ZLbM,squat,13,23,13,23,4
Nr3FcuYJJBI,squat,28,38,31.069737,37.926593,2
PPPZRNKPqVs,squat,5,15,5,10.839173,2
PwC1sKdjPSM,squat,3,13,3,12.009009,3
P-U9pILPUO0,squat,3,13,3,11.441775,3
QQPv17nfR_E,squat,3,13,3,9.266667,6
QUy2Aum6oTM,squat,4,14,5.133333,14,3
RZeyOYnIjfM,squat,24,34,29.216666,34,2
TYuYICQ8HwY,squat,35,45,35,38.112919,2
VO3ts38ZCTk,squat,23,33,23,33,5
WHmb_QoDuIk,squat,14,24,14,23.7,3
WLaGsEOvaLo,squat,236,246,236.4,246,3
WNW4qKlqL2g,squat,2,12,7.7,12,3
Wu3MSbqdrbU,squat,95,105,95,98.48,2
W5Az6-Ggphk,squat,4,14,4,10.08,3
XCTh0BazyBY,squat,1,11,5.054054,10.85986,2
XaeNr9Ryffk,squat,0,10,3.73707,9.976643,2
alMQkEhX0I8,squat,4,14,4,7.003003,2
ar_vpR44oME,squat,19,29,19,27.5,2
dM1DcPC1I8c,squat,427,437,433.366667,437,2
dptApZvEt5Y,squat,3,13,3,12.976643,6
d9RolJ8kHQg,squat,160,170,161.134468,169.943277,2
eaBUsoB3ARY,squat,4,14,8.2,14,2
f6CxlZSWZPU,squat,28,38,28,36.891266,2
gAxVL3K0vsg,squat,20,30,20,27.820856,3
gV3dgCS0hWU,squat,9,19,9,18.976643,3
hra6RatmD5w,squat,21,31,21,30.541667,3
i-HQaIjVsBs,squat,5,15,5,10.438772,3
jMNkragWK6U,squat,122,132,124.702703,131.976643,2
j-D3ztzIHSc,squat,0,10,0.500501,6.17284,2
kJtNQRUtNL4,squat,3,13,4.275862,13,3
kvnEYNCcyC8,squat,45,55,45.566667,54.233333,2
k79oN88Q8EI,squat,10,20,10,19.969454,3
lM1ttV4PIP0,squat,67,77,67.733333,74.566667,2
mAbnkqDC-68,squat,4,14,4,13.976643,2
mESS6DKbbj8,squat,6,16,8.84,16,3
mU2sRSLJ1Oc,squat,22,32,22,32,2
my0E9N5VH3w,squat,393,403,393,399.381381,2
pZCMekum5lQ,squat,11,21,11,20.976643,3
rRUaSaoVlBc,squat,7,17,7,17,8
sw7V8nTj3Ro,squat,20,30,20.271952,28.974403,3
t3JeDQB3Vi4,squat,5,15,5,14.2,3
wPD2IXjipjo,squat,10,20,10,19.976643,3
xPkqDfBEjwA,squat,3,13,5.8,13,2
yv2kUJpGuNU,squat,54,64,54,58.439661,2
0NGOQJ3cBf4,squat,279,289,280.334668,288.843177,3
0cAyBAWc8lI,squat,2,12,2,5.533333,2
1o6fXy-0uUE,squat,116,126,116,125.976643,3
1vnGNr5Xy2g,squat,5,15,5,12.807808,2
10Y2EcXnuzQ,squat,85,95,85,93.308308,3
2GJMrfFCUtM,squat,43,53,43.166667,51.1,2
3y8o_McqeVQ,squat,11,21,11,14.9,2
603q1dwfi7w,squat,2,12,4.92,12,3
7YxLkbSMcsk,squat,24,34,24,33.943708,8
#NAME?,squat,0,10,5.314704,9.994318,2
AgKVrlV138U,swimming breast stroke,604,614,604,614,2
AgKVrlV138U,swimming butterfly stroke,211,221,211,221,2
AtTo4I3FEtE,swimming butterfly stroke,14,24,14.666667,20.333333,3
A50UYDuqIJ8,swimming butterfly stroke,12,22,15.605769,21.975962,6
A7xOaBJGXTc,swimming butterfly stroke,30,40,30,39.931034,8
BY-qkH7W5dU,swimming butterfly stroke,64,74,64,73.4,8
DrwTRF65oVU,swimming butterfly stroke,181,191,181,190.976643,2
D9yiPcRPbyo,swimming butterfly stroke,3,13,7.400234,12.864031,3
E-2X5HoWnGs,swimming butterfly stroke,13,23,13,16.88,2
FFDQSzwwaW8,swimming butterfly stroke,2,12,3.368035,11.943277,6
FFDQSzwwaW8,swimming front crawl,0,10,1.368035,9.943277,6
FZlKNfUZebE,swimming butterfly stroke,5,15,5,12.07374,4
GZWsDwLsVOo,swimming butterfly stroke,10,20,10,17.433333,5
HI6k03MNTcI,swimming breast stroke,93,103,93,102.976643,6
HI6k03MNTcI,swimming butterfly stroke,36,46,36,45.976643,6
HI6k03MNTcI,swimming front crawl,20,30,20,29.976643,6
HqZCDjQaV3Y,swimming butterfly stroke,14,24,14,20.366667,4
H1OtLrfK3Ho,swimming breast stroke,20,30,20,25.038372,3
H1OtLrfK3Ho,swimming butterfly stroke,5,15,5,10.038372,3
H1OtLrfK3Ho,swimming breast stroke,20,30,27.607608,29.976643,2
H1OtLrfK3Ho,swimming butterfly stroke,5,15,12.607608,14.976643,2
H-vWDzgC_Xc,swimming butterfly stroke,10,20,10,19.976643,7
JUuy1XZHjIY,swimming butterfly stroke,11,21,11,21,5
KWVLsndbSuU,swimming butterfly stroke,6,16,6,10.533333,2
